Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.111,0,0,107.8,120.4,18.6,38,13.82,9.60,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,42.77,13.78,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.120,0,0,107.8,120.4,18.7,11,13.70,10.00,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,42.38,13.80,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.130,0,0,107.8,120.4,18.8,2,13.67,10.30,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,42.20,13.79,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.140,0,0,107.8,120.4,18.8,0,13.68,10.50,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,41.82,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.150,0,0,107.8,120.4,18.8,3,13.74,10.70,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,41.70,13.84,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.160,0,0,107.8,120.4,18.8,-3,13.83,10.90,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,41.47,13.86,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.170,0,0,107.8,120.4,18.8,0,13.89,11.10,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,41.20,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.180,0,0,107.8,120.4,18.8,0,13.95,11.20,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,41.02,13.84,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.190,0,0,107.8,120.4,18.8,6,13.90,11.30,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,40.92,13.79,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.200,0,0,107.8,120.4,18.8,-6,13.87,11.50,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,40.65,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.210,0,0,107.8,120.4,18.8,0,13.88,11.50,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,40.52,13.84,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.220,0,0,107.8,120.4,18.8,0,13.86,11.10,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,40.27,13.80,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.230,0,0,107.8,120.4,18.8,0,13.85,10.60,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,40.15,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.240,0,0,107.8,120.4,18.8,0,13.87,10.10,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,40.02,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.250,0,0,107.8,120.4,18.8,6,13.86,10.00,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,39.84,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.260,0,0,107.8,120.4,18.8,-6,13.87,10.30,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.13,39.70,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.270,0,0,107.8,120.4,18.8,6,13.88,10.50,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,39.57,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.280,0,0,107.8,120.4,18.8,-6,13.88,10.80,3.10,4.5,4.5,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,39.45,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.290,256,0,107.8,120.4,18.8,3,13.88,11.00,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.25,39.27,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.300,256,0,107.8,120.4,18.8,-3,13.88,11.10,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.26,39.17,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.310,256,0,107.8,120.4,18.8,0,13.88,11.20,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.25,39.17,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.320,256,0,107.8,120.4,18.8,3,13.88,11.30,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.25,40.13,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.330,256,0,107.8,120.4,18.8,0,13.86,11.50,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.24,42.77,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.340,256,0,107.8,120.4,18.8,-3,13.87,11.50,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,41.34,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.351,256,0,107.8,120.4,18.8,8,13.84,11.60,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.19,44.17,13.78,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.360,256,0,107.8,120.4,18.8,-8,13.80,11.70,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,44.34,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.370,256,0,107.8,120.4,18.8,3,13.69,11.80,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,45.27,13.75,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.380,256,0,107.8,120.4,18.8,-3,13.51,11.80,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,44.80,13.77,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.390,256,0,107.8,120.4,18.8,3,13.34,11.80,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.18,44.30,13.75,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.400,256,0,107.8,120.4,18.8,-3,13.25,11.80,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.21,44.17,13.75,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.410,256,0,107.8,120.4,18.8,6,13.28,11.80,3.11,1.3,3.9,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.22,44.59,13.78,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,8.0,2.5,100.1,
0.420,452,0,107.8,120.4,18.8,-6,13.39,11.80,3.11,1.3,3.9,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.23,44.80,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.430,452,1477,107.8,120.4,18.8,6,13.60,11.80,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.24,45.05,13.86,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.440,452,1477,107.8,120.4,18.8,-6,13.83,11.90,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.25,45.42,13.86,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.450,452,1477,107.8,120.4,18.8,3,13.91,11.90,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.25,45.47,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.460,452,1477,107.8,120.4,18.8,0,13.88,12.00,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.25,45.42,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.470,452,1477,107.8,120.4,18.8,-3,13.88,11.90,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.24,45.34,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.480,452,1477,107.8,120.4,18.8,0,13.86,11.60,2.89,2.2,3.7,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.21,42.70,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,10.0,4.5,100.1,
0.490,0,1477,107.8,120.4,18.8,0,13.85,10.90,2.89,2.2,3.7,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.20,44.13,13.80,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.500,0,1477,107.8,120.4,18.8,6,13.85,10.10,2.89,2.2,3.7,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.16,43.50,13.84,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.510,0,1477,107.8,120.4,18.8,-3,13.87,9.50,2.89,2.2,3.7,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,42.75,13.82,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.520,0,1477,107.8,120.4,18.8,0,13.88,9.60,2.89,2.2,3.7,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.14,42.55,13.83,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,5.0,0.0,100.1,
0.535,590,0,107.8,120.4,18.8,-3,13.88,10.00,3.31,3.3,3.8,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.28,41.95,13.81,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,11.5,5.5,100.1,
0.540,590,0,107.8,120.4,18.8,6,13.94,10.30,3.31,3.3,3.8,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.38,39.27,13.85,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,11.5,5.5,100.1,
0.550,2085,0,107.8,120.4,18.8,-3,13.68,10.60,3.31,3.3,3.8,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.42,39.47,13.63,118.6,120.4,0.00,0.0,7.36,12.94,100.0,0.0,0.0,21.5,20.5,100.1,
0.560,2085,10000,107.8,120.4,18.8,0,13.05,11.00,3.00,10.4,6.4,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.49,40.72,13.77,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.5,100.1,
0.570,2085,10000,107.8,120.4,18.8,-3,13.19,11.10,3.00,10.4,6.4,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.53,38.38,13.82,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.5,100.1,
0.580,2085,10000,107.8,120.4,18.8,6,13.46,11.30,3.00,10.4,6.4,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.48,42.47,13.83,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,21.5,20.5,100.1,
0.590,1765,-9416,107.8,120.4,18.8,-6,13.68,11.50,2.95,8.7,8.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.50,43.63,13.85,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,17.5,100.1,
0.600,1765,-9416,107.8,120.4,18.8,6,13.78,11.60,2.95,8.7,8.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.54,42.90,13.83,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,17.5,100.1,
0.610,1765,-9416,107.8,120.4,18.8,-6,13.93,11.70,2.95,8.7,8.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.49,44.34,13.94,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,17.5,100.1,
0.620,1765,-9416,107.8,120.4,18.8,0,13.45,12.00,2.95,8.7,8.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.49,43.80,13.57,118.6,120.4,0.00,0.0,7.36,13.97,100.0,0.0,0.0,22.0,17.5,100.1,
0.630,1619,-3941,107.8,120.4,18.8,0,12.92,12.60,2.82,7.6,9.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.53,44.45,13.74,118.6,120.4,0.00,0.0,7.38,13.97,100.0,0.0,0.0,22.5,16.0,100.1,
0.640,1619,-3941,107.8,120.4,18.8,3,13.16,12.70,2.82,7.6,9.0,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.54,43.22,13.85,118.6,120.4,0.00,0.0,7.38,13.97,100.0,0.0,0.0,22.5,16.0,100.1,
0.650,0,-3941,107.8,120.4,18.8,-3,13.48,12.50,2.82,7.6,9.0,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.50,45.22,13.85,118.6,120.4,0.00,0.0,7.38,13.97,100.0,0.0,0.0,5.0,0.0,100.1,
0.660,0,0,107.8,120.4,18.8,0,13.69,12.70,2.68,8.8,10.4,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.44,45.45,13.84,118.6,120.4,0.00,0.0,7.39,13.97,100.0,0.0,0.0,5.0,0.0,100.1,
0.670,0,0,107.8,120.4,18.8,0,13.78,14.80,2.68,8.8,10.4,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.53,46.32,13.84,118.6,120.4,0.00,0.0,7.39,13.97,100.0,0.0,0.0,5.0,0.0,100.1,
0.680,0,0,107.8,120.4,18.8,8,13.89,14.20,2.68,8.8,10.4,100.0,128.2,100.0,100.0,100.0,1.0,0.0,0.60,44.45,14.14,118.6,120.4,0.00,0.0,7.39,13.97,100.0,0.0,0.0,5.0,0.0,100.1,
0.690,1970,0,107.8,120.4,18.8,0,13.31,13.60,2.38,7.8,11.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.68,40.84,13.59,118.6,120.4,0.00,0.0,7.39,13.97,100.0,0.0,0.0,21.5,19.5,100.1,
0.700,1970,0,107.8,120.4,18.9,6,13.23,13.30,2.38,7.8,11.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.71,38.52,13.80,118.6,120.4,0.00,0.0,7.39,13.97,100.0,0.0,0.0,21.5,19.5,100.1,
0.710,2573,10000,107.8,120.4,18.9,0,13.44,13.10,2.25,9.6,13.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.72,35.82,13.86,118.6,120.4,0.00,0.0,7.41,13.97,100.0,0.0,0.0,20.5,25.5,100.1,
0.720,2573,10000,107.8,120.4,18.9,0,13.67,12.70,2.25,9.6,13.6,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.72,41.27,13.88,118.6,120.4,0.00,7256.0,7.41,13.97,100.0,0.0,0.0,20.5,25.5,100.1,
0.731,2495,-3243,107.8,120.4,18.9,0,13.67,12.00,2.52,10.5,15.1,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.70,44.02,13.63,118.6,120.4,0.00,9888.0,7.41,13.97,100.0,0.0,0.0,21.0,24.5,100.1,
0.740,2495,-3243,107.8,120.4,18.9,0,13.08,11.80,2.52,10.5,15.1,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.70,44.00,13.95,118.6,120.4,0.00,7528.0,7.41,13.97,100.0,0.0,0.0,21.0,24.5,100.1,
0.750,2495,-3243,107.8,120.4,18.9,0,13.23,11.80,2.52,10.5,15.1,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.69,43.42,13.88,118.6,120.4,0.00,6904.0,7.41,13.97,100.0,0.0,0.0,21.0,24.5,100.1,
0.760,2488,-290,107.8,120.4,18.9,0,13.50,11.80,2.54,10.5,16.2,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.71,44.55,13.88,118.6,120.4,0.00,16928.0,7.41,13.97,100.0,0.0,0.0,21.0,24.5,100.1,
0.770,2488,-290,107.8,120.4,18.9,0,13.78,11.90,2.54,10.5,16.2,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.76,43.92,14.05,118.6,120.4,0.00,18512.0,7.41,13.97,100.0,0.0,0.0,21.0,24.5,100.1,
0.780,2961,10000,107.8,120.4,18.9,0,13.39,12.50,2.68,13.2,19.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.80,44.22,13.71,118.6,120.4,0.00,18288.0,7.42,13.97,100.0,0.0,0.0,20.0,29.5,100.1,
0.790,2961,10000,107.8,120.4,18.9,0,13.14,12.80,2.68,13.2,19.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.82,42.32,13.83,118.6,120.4,0.00,18112.0,7.41,13.97,100.0,0.0,0.0,20.0,29.5,100.1,
0.800,2810,-7071,107.8,120.4,18.9,0,13.37,12.90,2.30,10.8,21.1,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.80,45.05,13.90,118.6,120.4,0.00,19104.0,7.42,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.810,2810,-7071,107.8,120.4,18.9,0,13.67,12.90,2.30,10.8,21.1,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.83,44.07,13.95,118.6,120.4,0.00,20832.0,7.39,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.820,2843,1563,107.8,120.4,18.9,0,13.50,13.00,2.47,11.7,22.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.78,44.63,13.69,118.6,120.4,0.00,20656.0,7.44,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.830,2843,1563,107.8,120.4,18.9,0,13.10,13.00,2.47,11.7,22.5,100.0,127.7,100.0,100.0,100.0,1.0,0.0,0.78,43.70,13.97,118.6,120.4,0.00,20456.0,7.41,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.840,2841,-94,107.8,120.4,18.9,0,13.30,13.00,2.25,10.7,23.6,100.0,127.7,100.0,100.0,100.0,22.0,0.0,0.73,43.97,13.95,118.6,120.4,0.00,22792.0,7.44,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.850,2841,-94,107.8,120.4,18.9,0,13.59,13.00,2.25,10.7,23.6,100.0,127.7,100.0,100.0,100.0,22.0,0.0,0.77,44.95,14.02,118.6,120.4,0.00,25552.0,7.41,13.97,100.0,0.0,0.0,20.5,28.0,100.1,
0.860,3238,10000,107.8,120.4,18.9,0,13.58,13.00,2.39,12.9,26.9,100.0,127.7,100.0,100.0,100.0,23.4,0.0,0.76,45.20,13.81,118.6,120.4,0.00,25376.0,7.44,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.870,3238,10000,107.8,120.4,18.9,0,13.14,13.00,2.39,12.9,26.9,100.0,127.7,100.0,100.0,100.0,23.4,0.0,0.76,43.27,14.03,118.6,120.4,0.00,25120.0,7.42,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.880,3220,-966,107.8,120.4,18.9,3,13.32,13.10,2.26,12.1,29.4,100.0,127.7,100.0,100.0,100.0,22.9,0.0,0.70,45.07,14.05,118.6,120.4,0.00,28136.0,7.44,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.890,3220,-966,107.8,120.4,18.9,-3,13.64,13.00,2.26,12.1,29.4,100.0,127.7,100.0,100.0,100.0,22.9,0.0,0.71,44.05,14.25,118.6,120.4,0.00,29064.0,7.44,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.900,3499,10000,107.8,120.4,19.0,8,13.23,13.00,2.32,13.5,32.5,100.0,127.7,100.0,100.0,100.0,24.7,0.0,0.65,43.09,13.95,118.6,120.4,0.00,28728.0,7.42,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.911,3462,-2134,107.8,120.4,18.9,-5,13.14,13.00,2.17,12.5,34.7,100.0,127.7,100.0,100.0,100.0,24.0,0.0,0.59,45.55,13.96,118.6,120.4,0.00,30240.0,7.45,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.920,3462,-2134,106.0,120.4,19.0,10,13.43,13.20,2.17,12.5,34.7,100.0,127.7,100.0,100.0,100.0,24.0,0.0,0.58,44.25,14.05,118.6,120.4,0.00,33032.0,7.44,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.930,3658,10000,106.0,120.4,19.0,0,13.52,14.40,2.13,13.0,37.1,100.0,127.7,100.0,100.0,100.0,24.9,0.0,0.53,45.32,13.73,118.6,120.4,0.00,32608.0,7.45,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.940,3658,10000,106.0,120.4,19.0,0,13.15,14.20,2.13,13.0,37.1,100.0,127.7,100.0,100.0,100.0,24.9,0.0,0.46,44.42,14.16,118.6,120.4,0.00,32256.0,7.44,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.950,3684,1596,106.0,120.4,19.0,0,13.34,13.60,1.81,11.1,39.0,100.0,127.7,100.0,100.0,100.0,24.5,0.0,0.45,44.32,14.18,118.6,120.4,0.00,35968.0,7.45,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.960,3983,10000,106.0,120.4,19.0,0,13.51,14.20,1.81,12.0,41.3,100.0,127.7,100.0,100.0,100.0,25.3,0.0,0.38,45.34,14.16,118.6,120.4,0.00,35712.0,7.47,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.970,3983,10000,106.0,120.4,19.0,0,13.12,15.10,1.81,12.0,41.3,100.0,127.7,100.0,100.0,100.0,25.3,0.0,0.39,44.55,13.99,118.6,120.4,0.00,35288.0,7.45,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
0.980,3979,-265,106.0,120.4,19.0,0,13.31,14.80,1.40,9.3,43.1,100.0,127.7,100.0,100.0,100.0,24.7,0.0,0.41,44.97,14.21,118.6,120.4,0.00,39576.0,7.45,13.97,100.0,0.0,0.0,20.0,30.0,100.1,
