Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.160,422,0,100.6,160.0,16.9,3,13.92,10.80,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.18,41.92,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.170,422,0,100.6,160.0,16.9,2,13.88,11.00,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.17,43.27,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.180,422,0,100.6,160.0,16.9,0,13.88,11.00,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.13,44.50,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.190,422,0,100.6,160.0,16.8,-5,13.88,11.00,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.11,44.95,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.200,422,0,100.6,160.0,16.8,0,13.88,10.70,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.07,44.92,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.210,422,0,100.6,160.0,16.9,5,13.88,10.30,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.03,44.13,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.220,422,0,100.6,160.0,16.8,-5,13.88,10.00,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.00,41.50,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.230,422,0,100.6,160.0,16.9,3,13.86,10.00,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.00,41.59,13.78,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.240,422,0,100.6,160.0,16.8,-3,13.87,10.10,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.04,41.27,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.250,422,0,100.6,160.0,16.9,5,13.86,10.40,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.18,41.25,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.260,422,0,100.6,160.0,16.9,0,13.85,10.60,3.13,2.2,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.24,42.72,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.271,412,-68,100.6,160.0,16.9,0,13.87,10.80,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.23,43.50,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.280,412,-68,100.6,160.0,16.9,-2,13.88,10.90,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.24,44.40,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.290,412,-68,100.6,160.0,16.9,2,13.88,11.00,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.22,44.84,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.300,412,-68,100.6,160.0,16.9,0,13.88,11.10,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.19,45.07,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.310,412,-68,100.6,160.0,16.9,-2,13.88,11.30,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.13,44.82,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.320,412,-68,100.6,160.0,16.9,0,13.88,11.30,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.08,44.92,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.330,412,-68,100.6,160.0,16.9,0,13.88,11.40,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.03,43.27,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.340,412,-68,100.6,160.0,16.9,0,13.84,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.03,43.67,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.350,412,-68,100.6,160.0,16.9,0,13.80,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.02,44.75,13.73,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.360,412,-68,100.6,160.0,16.8,-3,13.61,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.05,45.15,13.72,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.370,412,-68,100.6,160.0,16.9,5,13.39,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.09,44.47,13.73,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.380,412,-68,100.6,160.0,16.9,0,13.20,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.14,44.07,13.72,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.390,412,-68,100.6,160.0,16.9,0,13.12,11.50,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.17,44.02,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.400,412,-68,100.6,160.0,16.9,0,13.19,11.60,2.93,2.0,3.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.19,44.30,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.0,0.0,64.5,4.0,100.0,
0.410,439,197,100.6,160.0,16.9,0,13.35,11.60,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.21,44.59,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.420,439,197,100.6,160.0,16.9,-2,13.62,11.60,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.25,45.00,13.81,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.430,439,197,100.6,160.0,16.9,2,13.84,11.70,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.23,45.32,13.78,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.440,439,197,100.6,160.0,16.9,0,13.86,11.80,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.20,45.32,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.450,439,197,100.6,160.0,16.8,-5,13.85,11.70,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.15,45.25,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.460,439,197,100.6,160.0,16.9,5,13.87,11.60,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.09,45.05,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.470,439,197,100.6,160.0,16.9,0,13.86,11.10,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.04,42.32,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.480,439,197,100.6,160.0,16.9,-2,13.87,10.50,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.02,43.50,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.490,439,197,100.6,160.0,16.9,0,13.88,10.20,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.02,43.55,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.500,439,197,100.6,160.0,16.9,2,13.88,10.30,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,43.67,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.510,439,197,100.6,160.0,16.9,-2,13.88,10.50,2.73,2.0,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.23,43.82,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,11.5,0.0,64.0,4.0,100.0,
0.520,541,919,100.6,160.0,16.9,2,13.88,10.70,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.32,44.13,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.530,541,919,100.6,160.0,16.8,-5,13.88,10.90,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.37,44.25,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.540,541,919,100.6,160.0,16.8,0,13.88,11.00,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.31,44.70,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.550,541,919,100.6,160.0,16.9,5,13.88,11.10,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.17,43.13,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.560,541,919,100.6,160.0,16.9,0,13.90,11.20,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.07,43.67,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.570,541,919,100.6,160.0,16.8,-5,13.68,11.30,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,43.34,13.72,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.580,541,919,100.6,160.0,16.8,0,13.36,11.40,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.08,44.45,13.70,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.590,541,919,100.6,160.0,16.9,3,13.07,11.50,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.13,44.17,13.70,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.600,541,919,100.6,160.0,16.9,2,12.95,11.50,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.19,43.84,13.71,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.610,636,919,100.6,160.0,16.9,-2,13.01,11.60,2.94,2.7,3.7,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.24,44.07,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,13.0,0.0,62.5,5.0,100.0,
0.620,636,1008,100.6,160.0,16.9,2,13.25,11.60,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.25,44.47,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.630,636,1008,100.6,160.0,16.9,-2,13.61,11.70,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.26,45.09,13.83,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.640,636,1008,100.6,160.0,16.9,0,13.80,11.70,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.24,45.38,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.650,636,1008,100.6,160.0,16.8,-3,13.82,11.80,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.18,45.32,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.660,636,1008,100.6,160.0,16.9,5,13.85,11.70,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.12,45.27,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.670,636,1008,100.6,160.0,16.9,0,13.87,11.30,2.72,2.9,4.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.06,43.75,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.680,0,1008,100.6,160.0,16.8,-5,13.86,10.60,2.72,2.9,4.0,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.03,43.84,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.690,0,1008,100.6,160.0,16.8,0,13.87,10.00,2.72,2.9,4.0,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.00,43.75,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.700,0,1008,100.6,160.0,16.9,5,13.86,9.30,2.72,2.9,4.0,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.00,43.02,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.710,635,0,100.6,160.0,16.9,-2,13.85,9.00,3.26,3.5,4.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.04,42.67,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,14.5,0.0,61.5,6.0,100.0,
0.721,0,0,100.6,160.0,16.9,0,13.85,9.30,3.26,3.5,4.3,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.31,42.25,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.730,0,0,100.6,160.0,16.9,2,13.87,9.60,3.26,3.5,4.3,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.61,42.09,13.75,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.740,0,0,100.6,160.0,16.9,0,13.96,10.10,3.26,3.5,4.3,100.0,122.0,100.0,100.0,100.0,1.0,0.0,0.49,41.38,13.77,156.4,163.6,0.00,0.0,7.36,12.94,100.0,5.0,0.0,69.5,0.0,100.0,
0.750,1514,0,100.6,160.0,16.9,0,13.21,10.40,3.09,7.8,6.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.47,41.27,13.63,156.4,163.6,0.00,0.0,7.36,13.97,100.0,27.5,0.0,50.0,15.0,100.0,
0.760,1514,0,100.6,160.0,16.9,-2,13.05,10.60,3.09,7.8,6.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.53,38.67,13.73,156.4,163.6,0.00,0.0,7.36,13.97,100.0,27.5,0.0,50.0,15.0,100.0,
0.770,1514,0,100.6,160.0,16.9,2,13.25,10.70,3.09,7.8,6.0,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.38,39.75,13.80,156.4,163.6,0.00,0.0,7.36,13.97,100.0,27.5,0.0,50.0,15.0,100.0,
0.780,1883,10000,100.6,160.0,16.9,-2,13.51,11.60,2.78,8.7,7.8,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.31,36.05,13.77,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.790,1883,10000,100.6,160.0,16.9,0,13.69,12.10,2.78,8.7,7.8,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.48,40.22,13.77,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.800,1883,10000,100.6,160.0,16.9,0,13.86,12.30,2.78,8.7,7.8,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.38,42.22,13.86,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.810,1860,-713,100.6,160.0,16.9,0,13.33,12.50,2.57,8.0,9.2,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.37,43.59,13.58,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.820,1860,-713,100.6,160.0,16.9,2,12.90,12.50,2.57,8.0,9.2,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.48,44.75,13.74,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.830,1860,-713,100.6,160.0,16.9,0,13.13,12.50,2.57,8.0,9.2,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.46,44.02,13.75,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,18.5,100.0,
0.841,1941,2620,100.6,160.0,16.8,-5,13.42,12.50,2.38,7.7,10.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.28,44.42,13.79,156.4,163.6,0.00,0.0,7.36,13.97,100.0,28.0,0.0,49.5,19.0,100.0,
0.850,1941,2620,100.6,160.0,16.9,5,13.64,14.50,2.38,7.7,10.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.58,45.07,13.78,156.4,163.6,0.00,0.0,7.38,13.97,100.0,28.0,0.0,49.5,19.0,100.0,
0.861,3021,10000,100.6,160.0,16.9,0,13.79,13.60,1.98,10.0,15.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.61,46.15,13.75,156.4,163.6,0.00,6456.0,7.38,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
0.870,3021,10000,100.6,160.0,16.9,0,13.12,12.90,1.98,10.0,15.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.70,42.80,13.75,156.4,163.6,0.00,6856.0,7.38,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
0.880,2823,10000,100.6,160.0,16.9,0,13.13,12.80,1.98,10.0,15.4,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.59,45.00,13.75,156.4,163.6,0.00,4336.0,7.38,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
0.890,2823,-9318,100.6,160.0,16.9,0,13.33,12.70,2.14,10.1,17.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.64,44.47,13.80,156.4,163.6,0.00,10856.0,7.38,13.97,100.0,28.0,0.0,49.5,28.0,100.0,
0.900,2823,-9318,100.6,160.0,16.8,-8,13.59,12.70,2.14,10.1,17.9,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.48,45.40,13.96,156.4,163.6,0.00,12904.0,7.38,13.97,100.0,28.0,0.0,49.5,28.0,100.0,
0.910,2739,-3835,100.6,160.0,16.9,6,13.04,12.70,2.32,10.6,19.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.50,44.25,13.55,156.4,163.6,0.00,11400.0,7.39,13.97,100.0,28.0,0.0,49.5,27.0,100.0,
0.920,2739,-3835,100.6,160.0,16.9,0,12.98,12.70,2.32,10.6,19.3,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.47,43.84,13.74,156.4,163.6,0.00,12704.0,7.38,13.97,100.0,28.0,0.0,49.5,27.0,100.0,
0.930,2711,-1265,100.6,160.0,16.9,0,13.19,13.50,2.08,9.4,20.2,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.43,45.32,13.78,156.4,163.6,0.00,17480.0,7.39,13.97,100.0,28.0,0.0,49.5,27.0,100.0,
0.940,2711,-1265,100.6,160.0,16.9,2,13.54,13.30,2.08,9.4,20.2,100.0,115.7,100.0,100.0,100.0,1.0,0.0,0.57,43.90,13.95,156.4,163.6,0.00,19680.0,7.38,13.97,100.0,28.0,0.0,49.5,27.0,100.0,
0.950,3004,10000,100.6,160.0,16.9,-2,13.32,12.90,2.18,10.9,22.9,100.0,115.7,100.0,100.0,100.0,22.5,0.0,0.46,44.65,13.72,156.4,163.6,0.00,19552.0,7.41,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
0.960,3004,10000,100.6,160.0,16.9,2,13.01,12.70,2.18,10.9,22.9,100.0,115.7,100.0,100.0,100.0,22.5,0.0,0.41,44.07,13.82,156.4,163.6,0.00,19424.0,7.39,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
0.971,2908,-4653,100.6,160.0,16.9,0,13.21,13.10,2.13,10.3,24.3,100.0,115.7,100.0,100.0,100.0,22.2,0.0,0.35,44.88,13.85,156.4,163.6,0.00,21152.0,7.41,13.97,100.0,28.0,0.0,49.5,29.0,100.0,
0.980,2908,-4653,100.6,160.0,16.9,0,13.51,12.80,2.13,10.3,24.3,100.0,115.7,100.0,100.0,100.0,22.2,0.0,0.43,45.20,13.90,156.4,163.6,0.00,22184.0,7.39,13.97,100.0,28.0,0.0,49.5,29.0,100.0,
