Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
0.160,1994,-1196,111.4,158.2,15.0,-3,13.69,13.00,2.50,8.3,12.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.45,45.45,13.88,147.4,161.8,0.00,13464.0,7.38,13.97,100.0,25.0,0.0,47.5,19.5,100.3,
0.170,2559,10000,111.4,158.2,15.0,3,13.59,12.70,2.29,9.8,14.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.48,44.92,13.60,147.4,161.8,0.00,13352.0,7.41,13.97,100.0,25.0,0.0,47.5,25.5,100.3,
0.180,2559,10000,111.4,158.2,15.0,0,13.04,12.70,2.29,9.8,14.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.53,42.59,13.91,147.4,161.8,0.00,13272.0,7.38,13.97,100.0,25.0,0.0,47.5,25.5,100.3,
0.190,2559,10000,111.4,158.2,15.0,-5,13.15,12.80,2.29,9.8,14.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.49,45.07,13.88,147.4,161.8,0.00,13200.0,7.41,13.97,100.0,25.0,0.0,47.5,25.5,100.3,
0.200,2475,-3465,111.4,158.2,15.0,2,13.37,13.70,2.17,9.0,15.4,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.54,44.84,13.88,147.4,161.8,0.00,14800.0,7.41,13.97,100.0,25.0,0.0,47.5,24.5,100.3,
0.210,2475,-3465,111.4,158.2,15.0,3,13.63,13.00,2.17,9.0,15.4,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.52,45.09,13.97,147.4,161.8,0.00,15520.0,7.41,13.97,100.0,25.0,0.0,47.5,24.5,100.3,
0.220,2663,8344,111.4,158.2,15.0,-3,13.21,12.80,2.28,10.1,17.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.58,44.57,13.67,147.4,161.8,0.00,15432.0,7.42,13.97,100.0,25.0,0.0,47.5,26.5,100.3,
0.230,2663,8344,111.4,158.2,15.0,0,12.92,12.70,2.28,10.1,17.0,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.58,44.20,13.80,147.4,161.8,0.00,15368.0,7.39,13.97,100.0,25.0,0.0,47.5,26.5,100.3,
0.240,2531,-5569,111.4,158.2,15.0,0,13.12,12.70,2.10,8.9,17.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.54,43.97,13.86,147.4,161.8,0.00,15968.0,7.42,13.97,100.0,25.0,0.0,47.5,25.0,100.3,
0.250,2531,-5569,111.4,158.2,15.0,3,13.38,12.70,2.10,8.9,17.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.59,44.42,13.92,147.4,161.8,0.00,19968.0,7.41,13.97,100.0,25.0,0.0,47.5,25.0,100.3,
0.263,2603,-5569,111.4,158.2,15.0,-5,13.62,12.70,2.10,8.9,17.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.57,45.82,13.94,147.4,161.8,0.00,19944.0,7.42,13.97,100.0,25.0,0.0,47.5,26.0,100.3,
0.270,2603,3123,111.4,158.2,15.0,5,13.03,12.70,2.34,10.2,18.6,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.61,44.20,13.78,147.4,161.8,0.00,19808.0,7.42,13.97,100.0,25.0,0.0,47.5,26.0,100.3,
0.280,2603,3123,111.4,158.2,15.0,-3,13.01,12.70,2.34,10.2,18.6,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.61,43.95,13.90,147.4,161.8,0.00,19656.0,7.42,13.97,100.0,25.0,0.0,47.5,26.0,100.3,
0.290,2418,-7457,111.4,158.2,15.0,3,13.23,12.70,2.16,8.7,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.58,45.13,13.94,147.4,161.8,0.00,20264.0,7.44,13.97,100.0,25.0,0.0,47.5,24.0,100.3,
0.300,2418,-7457,111.4,158.2,15.0,-3,13.50,12.80,2.16,8.7,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.59,44.09,13.97,147.4,161.8,0.00,22248.0,7.41,13.97,100.0,25.0,0.0,47.5,24.0,100.3,
0.310,2418,-7457,111.4,158.2,15.0,0,13.68,12.80,2.16,8.7,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.57,44.92,13.75,147.4,161.8,0.00,22120.0,7.44,13.97,100.0,25.0,0.0,47.5,24.0,100.3,
0.320,2379,-1546,111.4,158.2,15.0,3,13.05,12.80,2.35,9.3,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.61,44.30,13.90,147.4,161.8,0.00,21960.0,7.44,13.97,100.0,25.0,0.0,47.5,23.5,100.3,
0.330,2379,-1546,111.4,158.2,15.0,-3,13.06,12.70,2.35,9.3,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.59,43.70,13.93,147.4,161.8,0.00,21800.0,7.42,13.97,100.0,25.0,0.0,47.5,23.5,100.3,
0.340,2383,158,111.4,158.2,15.0,0,13.30,12.80,2.18,8.7,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.54,45.20,13.97,147.4,161.8,0.00,24464.0,7.45,13.97,100.0,25.0,0.0,47.5,23.5,100.3,
0.350,2383,158,111.4,158.2,15.0,-2,13.55,12.80,2.18,8.7,18.8,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.58,44.47,14.03,147.4,161.8,0.00,25992.0,7.42,13.97,100.0,25.0,0.0,47.5,23.5,100.3,
0.360,2881,10000,111.4,158.2,15.0,5,13.56,12.80,2.30,11.0,20.9,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.60,44.59,13.75,147.4,161.8,0.00,25816.0,7.45,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.370,2881,10000,111.4,158.2,15.0,-3,13.02,12.80,2.30,11.0,20.9,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.59,44.25,14.05,147.4,161.8,0.00,25640.0,7.42,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.381,2771,-5081,111.4,158.2,15.0,3,13.09,12.80,2.09,9.7,21.9,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.57,44.25,14.04,147.4,161.8,0.00,26976.0,7.47,13.97,100.0,25.0,0.0,47.5,27.5,100.3,
0.390,2771,-5081,111.4,158.2,15.0,0,13.36,12.80,2.09,9.7,21.9,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.61,43.27,14.04,147.4,161.8,0.00,29352.0,7.44,13.97,100.0,25.0,0.0,47.5,27.5,100.3,
0.400,2877,-5081,111.4,158.2,15.0,0,13.61,12.80,2.09,9.7,21.9,100.0,116.2,100.0,100.0,100.0,1.0,0.0,0.55,45.42,14.08,147.4,161.8,0.00,29232.0,7.47,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.410,2877,5084,111.4,158.2,15.0,-3,13.01,12.80,2.31,11.1,23.3,100.0,116.2,100.0,100.0,100.0,22.0,0.0,0.56,43.13,13.98,147.4,161.8,0.00,28952.0,7.42,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.420,2877,5084,111.4,158.2,15.0,0,13.04,12.80,2.31,11.1,23.3,100.0,116.2,100.0,100.0,100.0,22.0,0.0,0.51,45.40,14.02,147.4,161.8,0.00,28784.0,7.38,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.430,2879,95,111.4,158.2,15.0,0,13.29,12.80,2.11,10.1,24.4,100.0,116.2,100.0,100.0,100.0,22.1,0.0,0.50,43.65,14.07,147.4,161.8,0.00,33112.0,7.36,13.97,100.0,25.0,0.0,47.5,28.5,100.3,
0.441,3249,95,111.4,158.2,15.0,-2,13.57,12.70,2.11,10.1,24.4,100.0,116.2,100.0,100.0,100.0,22.1,0.0,0.45,45.84,14.21,147.4,161.8,0.00,33112.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.450,3249,10000,111.4,158.2,15.0,5,12.99,12.80,2.27,12.3,27.6,100.0,116.2,100.0,100.0,100.0,23.4,0.0,0.47,43.92,13.93,147.4,161.8,0.00,32816.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.460,3203,-2455,111.4,158.2,15.0,0,12.99,13.20,2.11,11.3,29.9,100.0,116.2,100.0,100.0,100.0,22.8,0.0,0.41,44.80,14.07,147.4,161.8,0.00,33856.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.470,3203,-2455,111.4,158.2,15.0,0,13.24,14.20,2.11,11.3,29.9,100.0,116.2,100.0,100.0,100.0,22.8,0.0,0.38,43.13,14.16,147.4,161.8,0.00,35544.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.480,3398,10000,111.4,158.2,15.0,0,13.29,14.70,1.84,10.4,32.5,100.0,116.2,100.0,100.0,100.0,23.7,0.0,0.32,45.32,13.89,147.4,161.8,0.00,35288.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.490,3398,10000,111.4,158.2,15.0,-3,12.90,13.40,1.84,10.4,32.5,100.0,116.2,100.0,100.0,100.0,23.7,0.0,0.32,43.70,14.18,147.4,161.8,0.00,34880.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.500,3458,3458,111.4,158.2,15.0,0,13.04,13.40,1.82,10.5,34.7,100.0,116.2,100.0,100.0,100.0,23.6,0.0,0.29,44.02,14.20,147.4,161.8,0.00,38856.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.511,3833,10000,111.4,158.2,15.0,3,13.34,14.50,1.75,11.2,37.5,100.0,116.2,100.0,100.0,100.0,24.4,0.0,0.28,45.95,14.38,147.4,161.8,0.00,39056.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.520,3833,10000,111.4,158.2,15.0,0,12.93,13.40,1.75,11.2,37.5,100.0,116.2,100.0,100.0,100.0,24.4,0.0,0.25,44.88,14.10,147.4,161.8,0.00,38752.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.530,3674,-9736,111.4,158.2,15.0,0,12.98,13.00,1.74,10.7,39.3,100.0,116.2,100.0,100.0,100.0,24.1,0.0,0.30,44.17,14.15,147.4,161.8,0.00,38160.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.541,3594,-9736,111.4,158.2,15.0,0,13.31,12.90,1.74,10.7,39.3,100.0,116.2,100.0,100.0,100.0,24.1,0.0,0.23,44.17,14.30,147.4,161.8,0.00,39056.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.551,3594,-4793,111.4,158.2,15.0,-3,12.91,12.90,2.04,12.2,40.5,100.0,116.2,100.0,100.0,100.0,24.6,0.0,0.21,43.57,14.11,147.4,161.8,0.00,38752.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.560,3764,10000,111.4,158.2,15.0,3,12.83,13.00,1.83,11.5,41.8,100.0,116.2,100.0,100.0,100.0,24.1,0.0,0.21,45.77,14.20,147.4,161.8,0.00,40648.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.570,3764,10000,111.4,158.2,15.0,0,13.15,13.80,1.83,11.5,41.8,100.0,116.2,100.0,100.0,100.0,24.1,0.0,0.20,43.17,14.32,147.4,161.8,0.00,43600.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.580,4287,10000,111.4,158.2,15.0,0,13.03,13.80,1.76,12.6,44.8,100.0,116.2,100.0,100.0,100.0,25.2,0.0,0.26,44.50,14.22,147.4,161.8,0.00,43224.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.590,4142,-10000,111.4,158.2,15.0,0,12.99,13.20,1.69,11.7,46.4,100.0,116.2,100.0,100.0,100.0,24.7,0.0,0.24,45.27,14.40,147.4,161.8,0.00,42728.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.600,4142,-10000,111.4,158.2,15.0,0,13.26,14.70,1.69,11.7,46.4,100.0,116.2,100.0,100.0,100.0,24.7,0.0,0.23,45.20,14.43,147.4,161.8,0.00,43352.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.610,4056,-5815,111.4,158.2,15.0,0,12.88,14.90,1.40,9.5,47.2,100.0,116.2,100.0,100.0,100.0,25.2,0.0,0.29,44.09,14.23,147.4,161.8,0.00,42976.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.620,4132,5235,111.4,158.2,15.0,0,12.85,14.70,1.40,9.6,48.2,100.0,116.2,100.0,100.0,100.0,24.4,0.0,0.29,44.07,14.33,147.4,161.8,0.00,46152.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.631,4437,10000,111.4,158.2,15.0,0,13.19,15.90,1.65,12.2,50.4,100.0,116.2,100.0,100.0,100.0,25.3,0.0,0.32,44.50,14.57,147.4,161.8,0.00,47920.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.640,4437,10000,111.4,158.2,15.0,0,12.91,15.70,1.65,12.2,50.4,100.0,116.2,100.0,100.0,100.0,25.3,0.0,0.43,44.88,14.27,147.4,161.8,0.00,47464.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.650,4432,-369,111.4,158.2,15.1,5,12.99,15.50,1.46,10.8,52.2,100.0,116.2,100.0,100.0,100.0,25.3,0.0,0.43,44.52,14.46,147.4,161.8,0.00,49832.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.660,4567,10000,111.4,158.2,15.1,-2,13.16,15.20,1.49,11.3,54.9,100.0,116.2,100.0,100.0,100.0,25.7,0.0,0.41,45.72,14.50,147.4,161.8,0.00,49176.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.671,4598,2375,111.4,158.2,15.1,2,12.79,14.20,1.49,11.4,57.5,100.0,116.2,100.0,100.0,100.0,25.8,0.0,0.41,44.57,14.46,147.4,161.8,0.00,50504.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.680,4598,2375,111.4,158.2,15.0,-5,12.98,14.00,1.49,11.4,57.5,100.0,116.2,100.0,100.0,100.0,25.8,0.0,0.43,45.50,14.59,147.4,161.8,0.00,52624.0,7.38,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.690,4805,10000,111.4,158.2,15.2,11,12.82,15.70,1.93,15.5,62.5,100.0,116.2,100.0,100.0,100.0,26.5,0.0,0.43,45.05,14.39,147.4,161.8,0.00,52080.0,7.38,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.700,4876,5770,111.4,158.2,15.0,-11,12.78,15.80,1.54,12.5,67.5,100.0,116.2,100.0,100.0,100.0,26.7,0.0,0.47,43.63,14.70,147.4,161.8,0.00,55144.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.710,5129,10000,111.4,158.2,15.2,11,12.90,15.40,1.71,14.6,73.3,100.0,116.2,100.0,100.0,100.0,26.8,0.0,0.51,44.05,14.74,147.4,161.8,0.00,54544.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.720,5079,-4232,111.4,158.2,15.1,-6,12.52,15.30,1.67,14.1,77.6,100.0,116.2,100.0,100.0,100.0,26.9,0.0,0.55,45.15,14.52,147.4,161.8,0.00,55968.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.731,5124,3843,111.4,158.2,15.2,6,12.76,14.50,1.77,15.1,81.2,100.0,116.2,100.0,100.0,100.0,26.8,0.0,0.57,44.30,14.79,147.4,161.8,0.00,57912.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.740,5199,3843,111.4,158.2,15.1,-6,12.43,13.90,1.77,15.1,81.2,100.0,116.2,100.0,100.0,100.0,26.8,0.0,0.60,42.84,14.76,147.4,161.8,0.00,57464.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.750,5199,6499,111.4,158.2,15.2,9,12.48,14.70,2.24,19.4,84.4,100.0,116.2,100.0,100.0,100.0,26.7,0.0,0.65,45.05,14.82,147.4,161.8,0.00,60240.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.760,5466,10000,111.4,158.2,15.2,-3,12.37,15.50,2.13,19.4,88.6,100.0,116.2,100.0,100.0,100.0,26.5,0.0,0.70,43.50,14.78,147.4,161.8,0.00,59760.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.770,5544,7207,111.4,158.2,15.2,0,12.22,15.00,1.96,18.1,92.7,100.0,116.2,100.0,100.0,100.0,26.5,0.0,0.70,43.07,14.95,147.4,161.8,0.00,63024.0,7.38,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.780,5801,10000,111.4,158.2,15.2,3,12.19,15.30,2.02,19.5,98.7,100.0,116.2,100.0,100.0,100.0,26.5,0.0,0.70,42.77,14.83,147.4,161.8,0.00,61976.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.790,5800,-96,111.4,158.2,15.2,0,11.92,15.50,2.02,19.5,103.2,100.0,116.2,100.0,100.0,100.0,26.5,0.0,0.67,43.07,14.98,147.4,161.8,0.00,65496.0,7.36,13.97,100.0,25.0,0.0,47.5,30.0,100.3,
0.800,5939,10000,111.4,158.2,15.2,0,11.96,15.50,2.02,20.0,107.8,100.0,116.2,100.0,100.0,100.0,26.7,0.0,0.68,42.65,15.16,147.4,161.8,0.00,64928.0,7.36,14.02,100.0,25.0,0.0,47.5,30.0,100.3,
0.810,5984,4488,111.4,158.2,15.2,0,11.69,15.50,2.03,20.2,111.7,100.0,116.2,100.0,100.0,100.0,26.9,0.0,0.69,43.47,15.02,147.4,161.8,0.00,68176.0,7.36,14.01,100.0,25.0,0.0,47.5,30.0,100.3,
0.820,6189,10000,111.4,158.2,15.2,0,11.76,15.00,2.05,21.1,116.1,100.0,116.2,100.0,100.0,100.0,27.6,0.0,0.75,43.34,15.08,147.4,161.8,0.00,67264.0,7.36,14.11,100.0,25.0,0.0,47.5,30.0,100.3,
0.830,6097,-9349,111.4,158.2,15.2,0,11.53,14.80,2.04,20.7,119.0,100.0,116.2,100.0,100.0,100.0,27.3,0.0,0.75,42.55,15.17,147.4,161.8,0.00,69120.0,7.36,14.08,100.0,25.0,0.0,47.5,30.0,100.3,
0.840,6092,-507,111.4,158.2,15.2,0,11.53,15.50,2.15,21.8,121.2,100.0,116.2,100.0,100.0,100.0,27.3,0.0,0.78,43.32,15.16,147.4,161.8,0.00,68176.0,7.36,14.17,100.0,25.0,0.0,47.5,30.0,100.3,
0.850,6206,10000,111.4,158.2,15.2,0,11.34,15.60,2.06,21.3,123.6,100.0,116.2,100.0,100.0,100.0,27.6,0.0,0.82,42.38,15.18,147.4,161.8,0.00,72112.0,7.36,14.17,100.0,25.0,0.0,47.5,30.0,100.3,
0.860,6412,10000,111.4,158.2,15.2,0,11.35,15.70,2.09,22.6,127.3,100.0,116.2,100.0,100.0,100.0,28.4,0.0,0.93,43.32,15.29,147.4,161.8,0.00,71088.0,7.38,14.24,100.0,25.0,0.0,47.5,30.0,100.3,
0.870,6415,-8656,111.4,158.2,15.2,0,11.26,15.60,2.09,22.3,129.6,100.0,116.2,100.0,100.0,100.0,28.2,0.0,0.91,41.67,15.34,147.4,161.8,0.00,72456.0,7.36,14.24,100.0,25.0,0.0,47.5,30.0,100.3,
0.881,6495,8660,111.4,158.2,15.2,0,11.09,15.40,2.07,22.4,133.3,100.0,116.2,100.0,100.0,100.0,28.4,0.0,0.93,42.25,15.30,147.4,161.8,0.00,73528.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.890,6724,10000,111.4,158.2,15.3,8,11.12,15.30,2.03,22.7,136.1,100.0,116.2,100.0,100.0,100.0,28.8,0.0,0.93,41.07,15.37,147.4,161.8,0.00,75752.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.900,6726,224,111.4,158.2,15.2,-3,10.98,15.20,2.03,22.8,138.3,100.0,116.2,100.0,100.0,100.0,28.8,0.0,0.98,42.15,15.44,147.4,161.8,0.00,76528.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.910,6843,10000,111.4,158.2,15.3,5,11.08,15.30,1.99,22.7,140.8,100.0,116.2,100.0,100.0,100.0,28.8,0.0,1.11,43.00,15.62,147.4,161.8,0.00,76920.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.924,7095,7251,111.4,158.2,15.3,-2,10.81,15.90,2.01,23.1,143.2,100.0,116.2,100.0,100.0,100.0,28.8,0.0,1.20,43.80,15.48,147.4,161.8,0.00,79784.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.930,7095,10000,111.4,158.2,15.3,5,10.87,15.60,1.95,23.1,146.2,100.0,116.2,100.0,100.0,100.0,28.6,0.0,1.25,43.00,15.67,147.4,161.8,0.00,79360.0,7.38,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.941,7279,10000,111.4,158.2,15.3,-3,10.70,15.30,1.94,23.5,151.6,100.0,116.2,100.0,100.0,100.0,28.8,0.0,1.28,41.67,15.63,147.4,161.8,0.00,82872.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.950,7321,5125,111.4,158.2,15.3,3,10.63,15.20,1.91,23.3,154.0,100.0,116.2,100.0,100.0,100.0,28.7,0.0,1.32,40.59,15.82,147.4,161.8,0.00,82872.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.960,7485,10000,111.4,158.2,15.3,0,10.65,15.80,1.89,23.6,156.7,100.0,116.2,100.0,100.0,100.0,28.9,0.0,1.35,42.38,15.95,147.4,161.8,0.00,84264.0,7.38,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
0.970,7530,5647,111.4,158.2,15.3,0,10.39,15.60,1.89,23.7,159.1,100.0,116.2,100.0,100.0,100.0,29.0,0.0,1.32,42.77,15.86,147.4,161.8,0.00,86704.0,7.36,14.26,100.0,25.0,0.0,47.5,30.0,100.3,
